5.020098e+001,1.075052e+000
5.212945e+001,5.152822e+000
5.405791e+001,2.161772e+001
5.598638e+001,2.414490e+001
5.791485e+001,1.922495e+001
5.984332e+001,9.578398e+000
6.177178e+001,-2.792012e+000
6.370025e+001,-8.821613e+000
6.562872e+001,6.377714e+000
6.755718e+001,2.950863e+001
6.948565e+001,3.888796e+001
7.141412e+001,1.110671e+001
7.334258e+001,3.991830e+000
7.527105e+001,1.494799e+001
7.719952e+001,2.663990e+001
7.912798e+001,2.678941e+001
8.105645e+001,2.809421e+001
8.298492e+001,2.898336e+001
8.491338e+001,1.434641e+001
8.684185e+001,-9.136845e+000
8.877032e+001,-2.254882e+001
9.069878e+001,-1.109945e+001
9.262725e+001,2.333776e+001
9.455572e+001,4.905137e+001
9.648418e+001,4.428610e+001
9.841265e+001,6.538270e+000
1.003411e+002,3.410015e-001
1.022696e+002,-8.156311e+000
1.041981e+002,6.938930e+000
1.061265e+002,4.596695e+001
1.080550e+002,3.824341e+001
1.099835e+002,1.237798e+001
1.119119e+002,-5.988067e+000
1.138404e+002,-1.542443e+000
1.157689e+002,2.245830e+001
1.176973e+002,1.672556e+001
1.196258e+002,1.172124e+001
1.215543e+002,1.641108e+001
1.234827e+002,1.962488e+001
1.254112e+002,4.823450e+000
1.273397e+002,1.404193e+001
1.292681e+002,-1.196446e+000
1.311966e+002,1.226865e+001
1.331251e+002,4.245394e+001
1.350535e+002,3.273807e+000
1.369820e+002,-2.892267e+001
1.389105e+002,-1.108448e+001
1.408389e+002,6.921595e+000
1.427674e+002,-2.496866e+000
1.446959e+002,6.808420e+000
1.466243e+002,-6.429023e+000
1.485528e+002,5.435419e-001
1.504813e+002,1.114330e+001
1.524097e+002,2.950065e+000
1.543382e+002,-9.537020e+000
1.562667e+002,-6.211882e+000
1.581951e+002,4.696396e+000
1.601236e+002,1.177489e+001
1.620521e+002,6.694218e+000
1.639805e+002,-3.837731e+000
1.659090e+002,1.004554e+000
1.678375e+002,3.269886e+000
1.697659e+002,8.393687e+000
1.716944e+002,2.727950e+001
1.736229e+002,7.595701e-001
1.755513e+002,3.918556e+000
1.774798e+002,8.085476e+000
1.794083e+002,-2.893609e+000
1.813367e+002,-2.334041e+001
1.832652e+002,-3.559147e+001
1.851937e+002,-6.064486e+000
1.871221e+002,1.251377e+001
1.890506e+002,2.939583e+000
1.909791e+002,-6.082401e-001
1.929075e+002,6.140776e+000
1.948360e+002,-1.804846e+000
1.967645e+002,-1.384743e+001
1.986929e+002,-1.735677e+001
2.006214e+002,-7.508167e+000
2.025499e+002,-1.345250e+000
2.044783e+002,2.036989e+001
2.064068e+002,2.323774e+001
2.083353e+002,8.278623e-001
2.102637e+002,4.984574e+000
2.121922e+002,2.518692e-001
2.141207e+002,1.855179e+000
2.160491e+002,1.813660e+000
2.179776e+002,-5.362749e-001
2.199061e+002,1.500842e+001
2.218345e+002,5.489832e+000
2.237630e+002,-1.458998e+001
2.256915e+002,-1.882312e+001
2.276199e+002,-2.450157e+000
2.295484e+002,-6.117424e+000
2.314769e+002,-5.218363e+000
2.334053e+002,4.112688e+000
2.353338e+002,8.355098e+000
2.372623e+002,4.136686e-001
2.391907e+002,-3.908723e+000
2.411192e+002,1.146621e+000
2.430477e+002,4.224566e+000
2.449761e+002,4.029099e+000
2.469046e+002,2.791368e+000
2.488331e+002,3.191905e+000
2.507615e+002,1.591483e+001
2.526900e+002,1.235104e+001
2.546185e+002,1.155578e+001
2.565469e+002,2.100779e+001
2.584754e+002,2.708433e+000
2.604039e+002,4.286835e+000
2.623323e+002,7.686646e+000
2.642608e+002,1.142066e+001
2.661893e+002,1.647115e+001
2.681177e+002,2.048547e+001
2.700462e+002,1.155577e+001
2.719747e+002,2.951524e+000
2.739031e+002,5.978531e+000
2.758316e+002,1.941295e+001
2.777601e+002,2.495447e+001
2.796885e+002,1.464854e+001
